BOARD 18_HM2,FANIN,Bias,DUT Run #,Kepler Run #,Stage,Stage,Stage,Bias,Current,Temp,RH,Online Flag,Offline Flag,Note
Sector,Purpose,,Run #,Run #,X (mm),Y (mm),Rot (deg),(V),(uA),( C ),(%),(Good/Bad),(Good/Bad),
,,,,,,,,,,,,,,
1,Bias Scan,Top,2612,19491,37,7,0,-50,18,2.8,1.9,bad,,
1,Bias Scan,Top,2613,,37,7,0,-50,17,2.5,1.5,bad,,
1,Bias Scan,Top,2614,19492,37,7,0,-50,17,2.5,1.5,good,,
1,Pedestal,Top,2615,,37,7,0,-50,17,2.5,1.5,good,,
1,Bias Scan,Top,2616,19493,37,7,0,-100,24,2.5,1.3,good,,
1,Pedestal,Top,2617,,37,7,0,-100,24,2.5,1.3,good,,
1,Calibration,Top,2618,,37,7,0,-100,24,2.5,1.3,good,,
1,Bias Scan,Top,2619,19494,37,7,0,-150,26,2.1,1.5,good,,
1,Pedestal,Top,2620,,37,7,0,-150,26,2.1,1.5,good,,
1,Bias Scan,Top,2621,19495,37,7,0,-200,27,2.1,1.5,good,,
1,Pedestal,Top,2622,,37,7,0,-200,27,2.1,1.5,good,,
1,Calibration,Top,2623,,37,7,0,-200,27,2.1,1.5,good,,
1,Bias Scan,Top,2624,19496,37,7,0,-250,27,2.1,1.5,good,,
1,Pedestal,Top,2625,,37,7,0,-250,27,2,1.5,good,,
1,Bias Scan,Top,2626,19497,37,7,0,-300,26,2,1.3,good,,
1,Pedestal,Top,2627,,37,7,0,-300,26,2,1.3,good,,
1,Calibration,Top,2628,,37,7,0,-300,26,1.8,1.3,good,,
1,Bias Scan,Top,2629,19498,37,7,0,-350,26,1.8,1.3,good,,
1,Pedestal,Top,2630,,37,7,0,-350,26,1.8,1.3,good,,
1,Bias Scan,Top,2631,19499,37,7,0,-400,27,1.7,1.5,good,,
1,Pedestal,Top,2632,,37,7,0,-400,27,1.7,1.5,good,,
1,Calibration,Top,2633,,37,7,0,-400,27,1.7,1.5,good,,
1,Bias Scan,Top,2634,19500,37,7,0,-500,27,1.6,1.5,good,,Do these after all other runs are done
1,Pedestal,Top,2635,,37,7,0,-500,27,1.6,1.5,good,,
1,Calibration,Top,2636,,37,7,0,-500,27,1.6,1.5,good,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,Angle,Top,2637,19501,37,7,0,300,25,1.6,1.4,good,,at FD voltage + 50 V
1,Pedestal,Top,2638,,37,7,0,300,25,1.6,1.4,good,,
1,Angle,Top,2639,19502,37,7,5,300,25,1.6,1.4,good,,
1,Pedestal,Top,2640,,37,7,5,300,25,1.6,1.4,good,,
1,Angle,Top,2641,19503,37,7,10,300,25,1.6,1.4,good,,
1,Pedestal,Top,2642,,37,7,10,300,25,1.6,1.4,good,,
1,Angle,Top,2643,19504,37,7,20,300,25,1.6,1.4,good,,
1,Pedestal,Top,2644,,37,7,20,300,25,1.6,1.4,good,,
1,Angle,Top,2645,19505,37,7,-10,300,25,1.6,1.4,good,,
1,Pedestal,Top,2646,,37,7,-10,300,25,1.6,1.4,good,,
,,,,,,,,,,,,,,
,test,,2647,19506,,,,,,,,,,
,,,,,,,,,,,,,,
2,Bias Scan,Top,2648,19507,43,7,0,-50,14,1.4,1.4,good,,
2,Pedestal,Top,2649,,43,7,0,-50,14,1.4,1.4,good,,
2,Bias Scan,Top,2650,19508,43,7,0,-100,21,1.4,1.4,good,,
2,Pedestal,Top,2651,,43,7,0,-100,21,1.4,1.4,good,,
2,Calibration,Top,2652,,43,7,0,-100,21,1.4,1.4,good,,
2,Bias Scan,Top,2653,19509,43,7,0,-150,23,1.4,1.4,good,,
2,Pedestal,Top,2654,,43,7,0,-150,23,1.4,1.4,good,,
2,Bias Scan,Top,2655,19510,43,7,0,-200,24,1.4,1.4,good,,
2,Pedestal,Top,2656,,43,7,0,-200,24,1.4,1.4,good,,
2,Calibration,Top,2657,,43,7,0,-200,24,1.4,1.4,good,,
2,Bias Scan,Top,2658,19511,43,7,0,-250,24,1.4,1.4,good,,
2,Pedestal,Top,2659,,43,7,0,-250,24,1.4,1.4,good,,
2,Bias Scan,Top,2661,19512,43,7,0,-300,25,1.4,1.4,good,,
2,Pedestal,Top,2662,,43,7,0,-300,25,1.4,1.4,good,,
2,Calibration,Top,2663,,43,7,0,-300,25,1.4,1.4,good,,
2,Bias Scan,Top,2664,19513,43,7,0,-350,25,1.4,1.4,good,,
2,Pedestal,Top,2665,,43,7,0,-350,25,1.4,1.4,good,,
2,Bias Scan,Top,2666,19514,43,7,0,-400,25,1.4,1.4,good,,
2,Pedestal,Top,2667,,43,7,0,-400,25,1.4,1.4,good,,
2,Calibration,Top,2668,,43,7,0,-400,25,1.4,1.4,good,,
2,Bias Scan,Top,2669,19515,43,7,0,-500,26,1.4,1.4,good,,Do these after all other runs are done
2,Pedestal,Top,2670,,43,7,0,-500,26,1.4,1.4,good,,
2,Calibration,Top,2671,,43,7,0,-500,26,1.4,1.4,good,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2,Angle,Top,2672,19516,43,7,0,300,25,1.4,1.4,good,,at FD voltage + 50 V
2,Pedestal,Top,2673,,43,7,0,300,25,1.4,1.4,good,,
2,Angle,Top,2674,19517,43,7,5,300,25,1.4,1.4,good,,
2,Pedestal,Top,2675,,43,7,5,300,25,1.4,1.4,good,,
2,Angle,Top,2676,19518,43,7,10,300,25,1.4,1.4,good,,
2,Pedestal,Top,2677,,43,7,10,300,25,1.4,1.4,good,,
2,Angle,Top,2678,19519,43,7,20,300,25,1.4,1.4,good,,
2,Pedestal,Top,2679,,43,7,20,300,25,1.4,1.4,good,,
2,Angle,Top,2680,19520,43,7,-10,300,25,1.4,1.4,good,,
2,Pedestal,Top,2681,,43,7,-10,300,25,1.4,1.4,good,,
