BOARD A10_FANIN,FANIN,Bias,DUT Run #,Kepler Run #,Stage,Stage,Stage,Bias,Current,Temp,RH,Online Flag,Offline Flag,Note
Sector,Purpose,,Run #,Run #,X (mm),Y (mm),Rot (deg),(V),(uA),( C ),(%),(Good/Bad),(Good/Bad),
,,,,,,,,,,,,,,
1,Bias Scan,Top,1613,19063,37,7,0,50,2.4,2,0.7,Good,,
1,Pedestal,Top,1614,-,37,7,0,50,2.4,2,0.7,Good,,
1,Bias Scan,Top,1615,19064,37,7,0,100,3.5,2,0.7,Good,,
1,Pedestal,Top,1616,-,37,7,0,100,3.5,2,0.7,Good,,
1,Calibration,Top,1617,-,37,7,0,100,3.5,2,0.7,Good,,
1,Bias Scan,Top,1618,19065,37,7,0,150,4.4,2,0.7,Good,,
1,Pedestal,Top,1619,-,37,7,0,150,4.4,2,0.7,Good,,
1,Bias Scan,Top,1620,19066,37,7,0,200,5,2,0.7,Good,,
1,Pedestal,Top,1621,-,37,7,0,200,5,2,0.7,Good,,
1,Calibration,Top,1622,-,37,7,0,200,5,2,0.7,Good,,
1,Bias Scan,Top,1623,19067,37,7,0,250,5.3,2,0.7,Good,,
1,Pedestal,Top,1624,-,37,7,0,250,5.3,2,0.7,Good,,
1,Bias Scan,Top,1625,19068,37,7,0,300,5.4,2,0.7,Good,,
1,Pedestal,Top,1626,-,37,7,0,300,5.4,2,0.7,Good,,
1,Calibration,Top,1627,-,37,7,0,300,5.4,2,0.7,Good,,
1,Bias Scan,Top,1628,19069,37,7,0,350,5.5,2,0.7,Good,,
1,Pedestal,Top,1629,-,37,7,0,350,5.5,2,0.7,Good,,
1,Bias Scan,Top,1630,19070,37,7,0,400,5.6,2,0.7,Good,,
1,Pedestal,Top,1631,-,37,7,0,400,5.6,2,0.7,Good,,
1,Calibration,Top,1632,-,37,7,0,400,5.6,2,0.7,Good,,
1,Bias Scan,Top,1633,19071,37,7,0,500,5.7,2.1,0.7,Good,,
1,Pedestal,Top,1634,-,37,7,0,500,5.7,2.1,0.7,Good,,
1,Calibration,Top,1635,-,37,7,0,500,5.7,2.1,0.7,Good,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,Angle,Top,1636,19072,37,7,0,300,5.4,2.1,0.7,Good,,at FD voltage + 50 V
1,Pedestal,Top,1637,-,37,7,0,300,5.4,2.1,0.7,Good,,
1,Angle,Top,1638,19073,37,7,5,300,5.4,2.1,0.7,Good,,
1,Pedestal,Top,1639,-,37,7,5,300,5.4,2.1,0.7,Good,,
1,Angle,Top,1640,19074,37,7,10,300,5.4,2.1,0.7,Good,,
1,Pedestal,Top,1641,-,37,7,10,300,5.4,2.1,0.7,Good,,
1,Angle,Top,1642,19075,37,7,20,300,5.4,2.1,0.7,Good,,
1,Pedestal,Top,1643,-,37,7,20,300,5.4,2.1,0.7,Good,,
1,Angle,Top,1644,19076,37,7,-10,300,5.4,2.1,0.7,Good,,
1,Pedestal,Top,1645,-,37,7,-10,300,5.4,2.1,0.7,Good,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2,Bias Scan,Top,1646,19077,43,7,0,50,2.4,2.1,0.7,Good,,
2,Pedestal,Top,1647,-,43,7,0,50,2.4,2.1,0.7,Good,,
2,Bias Scan,Top,1648,19078,43,7,0,100,3.6,2.1,0.7,Good,,
2,Pedestal,Top,1649,-,43,7,0,100,3.6,2.1,0.7,Good,,
2,Calibration,Top,1650,-,43,7,0,100,3.6,2.1,0.7,Good,,
2,Bias Scan,Top,1651,19079,43,7,0,150,4.5,2.1,0.7,Good,,
2,Pedestal,Top,1652,-,43,7,0,150,4.5,2.1,0.7,Good,,
2,Bias Scan,Top,1653,19080,43,7,0,200,5,2.1,0.7,Good,,
2,Pedestal,Top,1654,-,43,7,0,200,5,2.1,0.7,Good,,
2,Calibration,Top,1655,-,43,7,0,200,5,2.1,0.7,Good,,
2,Bias Scan,Top,1656,19081,43,7,0,250,5.3,2.1,0.7,Good,,
2,Pedestal,Top,1657,-,43,7,0,250,5.3,2.1,0.7,Good,,
2,Bias Scan,Top,1658,19082,43,7,0,300,5.4,2.1,0.7,Good,,
2,Pedestal,Top,1659,-,43,7,0,300,5.4,2.1,0.7,Good,,
2,Calibration,Top,1660,-,43,7,0,300,5.4,2.1,0.7,Good,,
2,Bias Scan,Top,1661,19083,43,7,0,350,5.5,2.1,0.7,Good,,
2,Pedestal,Top,1662,-,43,7,0,350,5.5,2.1,0.7,Good,,
2,Bias Scan,Top,1663,19084,43,7,0,400,5.6,2.2,0.7,Good,,
2,Pedestal,Top,1664,-,43,7,0,400,5.6,2.2,0.7,Good,,
2,Calibration,Top,1665,-,43,7,0,400,5.6,2.2,0.7,Good,,
2,Bias Scan,Top,1666,19085,43,7,0,500,5.8,2.2,0.7,Good,,Do these after all other runs are done
2,Pedestal,Top,1667,-,43,7,0,500,5.8,2.2,0.7,Good,,
2,Calibration,Top,1668,-,43,7,0,500,5.8,2.2,0.7,Good,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
2,Angle,Top,1669,19086,43,7,0,300,5.5,2.2,0.7,Good,,at FD voltage + 50 V
2,Pedestal,Top,1670,-,43,7,0,300,5.5,2.2,0.7,Good,,
2,Angle,Top,1671,19087,43,7,5,300,5.5,2.2,0.7,Good,,
2,Pedestal,Top,1672,-,43,7,5,300,5.5,2.2,0.7,Good,,
2,Angle,Top,1673,19088,43,7,10,300,5.5,2.2,0.7,Good,,
2,Pedestal,Top,1674,-,43,7,10,300,5.5,2.2,0.7,Good,,
2,Angle,Top,1675,19089,43,7,20,300,5.5,2.2,0.7,Good,,
2,Pedestal,Top,1676,,43,7,20,300,5.5,2.2,0.7,Good,,
2,Angle,Top,1677,19090,43,7,-10,300,5.5,2.2,0.7,Good,,
2,Pedestal,Top,1678,,43,7,-10,300,5.5,2.2,0.7,Good,,
